"Policy","Rule_name","mean.wait","sd.wait","mean.OT","sd.OT","mean.Idle","sd.Idle","excess.wait.rate","extreme.wait.rate","excess.OT.rate","extreme.OT.rate"
"3;A-1,2,4,5,7,8,9,10,11,12,13,14,15;B","BBABBCBBBBBBBBBC",5.74213385416667,2.2825540558311,5.93859,10.6635973494704,29.4067416666667,17.5745455066385,13.36375,0.7275,4.55,1.39
"3;A-1,2,4,5,7,8,9,10,11,12,13,14,16;B","BBABBCBBBBBBBBCB",5.60723645833333,2.20951270275454,6.35791333333333,10.6411464973955,30.6122433333333,17.9819197989499,13.04,0.68875,4.62,1.39
"3;A-1,2,4,5,7,8,9,10,11,12,13,15,16;B","BBABBCBBBBBBBCBB",5.4998034375,2.14586944553574,6.62235166666667,10.6855042249741,31.016695,18.0826724179696,12.76875,0.64625,4.64,1.39
"3;A-1,2,4,5,7,8,9,10,11,12,14,15,16;B","BBABBCBBBBBBCBBB",5.4109240625,2.09336229077874,6.80513333333333,10.7597352484589,31.278295,18.1150590673288,12.531875,0.6075,4.77,1.4
"3;A-1,2,4,5,7,8,9,10,11,13,14,15,16;B","BBABBCBBBBBCBBBB",5.3386590625,2.05589499166691,6.98868,10.8542503502545,31.50313,18.0992256743545,12.3,0.5775,4.91,1.43
"3;A-1,2,4,5,7,8,9,10,12,13,14,15,16;B","BBABBCBBBBCBBBBB",5.27997208333333,2.03413938137907,7.12737166666667,10.9208599760129,31.6674833333333,18.0768623542018,12.099375,0.550625,5.01,1.46
"3;A-1,2,4,5,7,8,9,11,12,13,14,15,16;B","BBABBCBBBCBBBBBB",5.2301075,2.02923905804788,7.24522833333333,11.0124366095532,31.8071583333333,18.0385801236928,11.935625,0.526875,5.17,1.46
"3;A-1,2,4,5,7,8,10,11,12,13,14,15,16;B","BBABBCBBCBBBBBBB",5.19778447916667,2.04367171705004,7.35081,11.1006352084861,31.93376,17.9874879140131,11.828125,0.516875,5.23,1.48
"3;A-1,2,4,5,7,9,10,11,12,13,14,15,16;B","BBABBCBCBBBBBBBB",5.16851020833333,2.074522651797,7.44082666666667,11.1908147754775,32.03851,17.9320651639088,11.719375,0.52,5.36,1.53
"3;A-1,2,4,5,8,9,10,11,12,13,14,15,16;B","BBABBCCBBBBBBBBB",5.15804770833333,2.12974900551162,7.53244833333333,11.2781332668426,32.1436133333333,17.8525886166021,11.678125,0.525625,5.52,1.57
"3;A-1,2,4,6,7,8,9,10,11,12,13,14,15;B","BBABCBBBBBBBBBBC",5.70479395833333,2.3004361778524,5.997915,10.7096477093404,29.473505,17.5142997433866,13.246875,0.7225,4.65,1.36
"3;A-1,2,4,6,7,8,9,10,11,12,13,14,16;B","BBABCBBBBBBBBBCB",5.56940552083333,2.22119367327026,6.41095833333333,10.6846554078446,30.67115,17.9274111657772,12.911875,0.683125,4.72,1.36
"3;A-1,2,4,6,7,8,9,10,11,12,13,15,16;B","BBABCBBBBBBBBCBB",5.4613221875,2.15154162192624,6.672615,10.7285060965051,31.0719683333333,18.030167593447,12.635,0.639375,4.74,1.36
"3;A-1,2,4,6,7,8,9,10,11,12,14,15,16;B","BBABCBBBBBBBCBBB",5.37201854166667,2.09316785587503,6.85474666666667,10.8015638586169,31.3330083333333,18.0623062927472,12.3975,0.601875,4.87,1.37
"3;A-1,2,4,6,7,8,9,10,11,13,14,15,16;B","BBABCBBBBBBCBBBB",5.2983003125,2.04949503309467,7.03604166666667,10.893186221925,31.5554966666667,18.0473104288954,12.16375,0.571875,5.01,1.4
"3;A-1,2,4,6,7,8,9,10,12,13,14,15,16;B","BBABCBBBBBCBBBBB",5.2375653125,2.02130558892479,7.172385,10.9582344333569,31.7174516666667,18.0270998573454,11.959375,0.545625,5.11,1.43
"3;A-1,2,4,6,7,8,9,11,12,13,14,15,16;B","BBABCBBBBCBBBBBB",5.18552229166667,2.00923236563655,7.28876166666667,11.0461536533877,31.85492,17.9908088136507,11.789375,0.521875,5.27,1.43
"3;A-1,2,4,6,7,8,10,11,12,13,14,15,16;B","BBABCBBBCBBBBBBB",5.14964052083333,2.01624392438346,7.39300666666667,11.1329388799129,31.9792533333333,17.941190624963,11.674375,0.51125,5.31,1.45
"3;A-1,2,4,6,7,9,10,11,12,13,14,15,16;B","BBABCBBCBBBBBBBB",5.11419958333333,2.03812660061977,7.47983333333333,11.2192020101172,32.08059,17.8894091919469,11.539375,0.515,5.42,1.49
"3;A-1,2,4,6,8,9,10,11,12,13,14,15,16;B","BBABCBCBBBBBBBBB",5.09344947916667,2.08486013986299,7.56820166666667,11.3040593132892,32.1824733333333,17.8131075146708,11.48,0.5175,5.59,1.54
"3;A-1,2,4,7,8,9,10,11,12,13,14,15,16;B","BBABCCBBBBBBBBBB",5.09653166666667,2.15077977169746,7.65318333333333,11.3913141014974,32.2807816666667,17.7266779467524,11.456875,0.524375,5.69,1.58
"3;A-1,2,5,6,7,8,9,10,11,12,13,14,15;B","BBACBBBBBBBBBBBC",5.66627520833333,2.32355832018925,6.05677333333333,10.7798814843925,29.54342,17.4488852336338,13.113125,0.7275,4.74,1.37
"3;A-1,2,5,6,7,8,9,10,11,12,13,14,16;B","BBACBBBBBBBBBBCB",5.5305228125,2.23808899314495,6.467925,10.7525547878446,30.7352416666667,17.8650815854729,12.77375,0.68625,4.81,1.37
"3;A-1,2,5,6,7,8,9,10,11,12,13,15,16;B","BBACBBBBBBBBBCBB",5.42215104166667,2.16279892731557,6.72874333333333,10.7945024384416,31.1358266666667,17.9673620429393,12.494375,0.64125,4.83,1.37
"3;A-1,2,5,6,7,8,9,10,11,12,14,15,16;B","BBACBBBBBBBBCBBB",5.33195260416667,2.09892474655997,6.90935,10.8658513740729,31.3935183333333,18.0020247325652,12.2525,0.6025,4.96,1.38
"3;A-1,2,5,6,7,8,9,10,11,13,14,15,16;B","BBACBBBBBBBCBBBB",5.25687989583333,2.04968464613755,7.08822666666667,10.9550691649724,31.613175,17.9892732253308,12.024375,0.569375,5.1,1.41
"3;A-1,2,5,6,7,8,9,10,12,13,14,15,16;B","BBACBBBBBBCBBBBB",5.19548239583333,2.01608123985461,7.22329166666667,11.0194804741891,31.774015,17.9692855511499,11.820625,0.54125,5.19,1.44
"3;A-1,2,5,6,7,8,9,11,12,13,14,15,16;B","BBACBBBBBCBBBBBB",5.14206479166667,1.99806218403991,7.33807166666667,11.1049427957045,31.909945,17.9339555195888,11.6425,0.51875,5.34,1.44
"3;A-1,2,5,6,7,8,10,11,12,13,14,15,16;B","BBACBBBBCBBBBBBB",5.1036634375,1.99897740205989,7.43923333333333,11.1887448130275,32.0313766666667,17.8873096412099,11.519375,0.50625,5.38,1.46
"3;A-1,2,5,6,7,9,10,11,12,13,14,15,16;B","BBACBBBCBBBBBBBB",5.06523770833333,2.01385612405753,7.52541166666667,11.2758490898331,32.1313233333333,17.8363385524383,11.376875,0.509375,5.49,1.5
"3;A-1,2,5,6,8,9,10,11,12,13,14,15,16;B","BBACBBCBBBBBBBBB",5.03910822916667,2.05266567572461,7.61018,11.3571675265603,32.2290283333333,17.7633245295571,11.305625,0.51125,5.65,1.55
"3;A-1,2,5,7,8,9,10,11,12,13,14,15,16;B","BBACBCBBBBBBBBBB",5.0302321875,2.11048197987329,7.68926333333333,11.4386505127178,32.320445,17.6838817821804,11.25125,0.519375,5.75,1.59
"3;A-1,2,6,7,8,9,10,11,12,13,14,15,16;B","BBACCBBBBBBBBBBB",5.03800052083333,2.18417180754227,7.77781,11.5430987715673,32.41711,17.5977217782483,11.250625,0.524375,5.87,1.66
"3;A-1,4,5,6,7,8,9,10,11,12,13,14,15;B","BCABBBBBBBBBBBBC",5.88459072916667,2.5700663671474,6.26775666666667,11.0334180333569,29.79191,17.1425562173252,13.74375,0.804375,4.96,1.46
"3;A-1,4,5,6,7,8,9,10,11,12,13,14,16;B","BCABBBBBBBBBBBCB",5.74808802083333,2.49119590559369,6.67669666666667,10.9988363604371,30.9717266666667,17.564729310663,13.415,0.755,5.03,1.46
"3;A-1,4,5,6,7,8,9,10,11,12,13,15,16;B","BCABBBBBBBBBBCBB",5.63829416666667,2.42038218298207,6.93373166666667,11.0345470099185,31.36669,17.6708305342187,13.1275,0.7125,5.05,1.46
"3;A-1,4,5,6,7,8,9,10,11,12,14,15,16;B","BCABBBBBBBBBCBBB",5.54556958333333,2.35844208441101,7.10913666666667,11.1005097073968,31.616665,17.7119978894793,12.900625,0.67125,5.18,1.47
"3;A-1,4,5,6,7,8,9,10,11,13,14,15,16;B","BCABBBBBBBBCBBBB",5.46727489583333,2.30802850857758,7.28322833333333,11.1834613478899,31.83013,17.7043622516736,12.66625,0.64,5.32,1.5
"3;A-1,4,5,6,7,8,9,10,12,13,14,15,16;B","BCABBBBBBBCBBBBB",5.40136270833333,2.27016040109389,7.41338166666667,11.2425512357266,31.9854533333333,17.6897457316192,12.441875,0.609375,5.41,1.53
"3;A-1,4,5,6,7,8,9,11,12,13,14,15,16;B","BCABBBBBBCBBBBBB",5.34309302083333,2.24374487542031,7.52304166666667,11.3215538161465,32.1155416666667,17.6597618734098,12.256875,0.58875,5.56,1.53
"3;A-1,4,5,6,7,8,10,11,12,13,14,15,16;B","BCABBBBBCBBBBBBB",5.29711177083333,2.23149278526875,7.618005,11.3955707563136,32.2300133333333,17.6202389435078,12.11875,0.575625,5.6,1.55
"3;A-1,4,5,6,7,9,10,11,12,13,14,15,16;B","BCABBBBCBBBBBBBB",5.2514121875,2.22938226782515,7.701805,11.4814598300217,32.3266316666667,17.5721732867799,11.9525,0.575,5.71,1.59
"3;A-1,4,5,6,8,9,10,11,12,13,14,15,16;B","BCABBBCBBBBBBBBB",5.21292854166667,2.24460662190817,7.77990666666667,11.5519315519667,32.41665,17.5077478153966,11.844375,0.574375,5.85,1.64
"3;A-1,4,5,7,8,9,10,11,12,13,14,15,16;B","BCABBCBBBBBBBBBB",5.18441479166667,2.27499214229851,7.850415,11.6231735819615,32.497025,17.4410817318484,11.741875,0.575625,5.94,1.69
"3;A-1,4,6,7,8,9,10,11,12,13,14,15,16;B","BCABCBBBBBBBBBBB",5.166840625,2.31841099193167,7.92905833333333,11.7088524239471,32.58212,17.3675120481306,11.67,0.576875,6.03,1.74
"3;A-1,5,6,7,8,9,10,11,12,13,14,15,16;B","BCACBBBBBBBBBBBB",5.15043958333333,2.37642690512228,8.00276333333333,11.7991672803614,32.6623733333333,17.2875670837735,11.548125,0.60125,6.19,1.8
"3;A-2,4,5,6,7,8,9,10,11,12,13,14,15;B","CBABBBBBBBBBBBBC",6.0694578125,2.70078932068652,6.36753833333333,11.1509290609886,29.915435,16.9591778182461,14.369375,0.865625,5.06,1.53
"3;A-2,4,5,6,7,8,9,10,11,12,13,14,16;B","CBABBBBBBBBBBBCB",5.9324203125,2.6291863139833,6.775215,11.1131715990464,31.086695,17.3903220787201,14.035625,0.81625,5.13,1.53
"3;A-2,4,5,6,7,8,9,10,11,12,13,15,16;B","CBABBBBBBBBBBCBB",5.8215321875,2.56399637829197,7.03153,11.1459565181675,31.4781,17.5005186997709,13.735,0.77,5.15,1.53
"3;A-2,4,5,6,7,8,9,10,11,12,14,15,16;B","CBABBBBBBBBBCBBB",5.72765927083333,2.50610428677282,7.20515666666667,11.2088075825803,31.72492,17.5456071106714,13.5025,0.7275,5.28,1.54
"3;A-2,4,5,6,7,8,9,10,11,13,14,15,16;B","CBABBBBBBBBCBBBB",5.64768302083333,2.45795440116741,7.37635833333333,11.2893851155708,31.9350966666667,17.5415602996613,13.26875,0.695,5.42,1.57
"3;A-2,4,5,6,7,8,9,10,12,13,14,15,16;B","CBABBBBBBBCBBBBB",5.5801353125,2.42081502816489,7.50426166666667,11.3447876924495,32.0881933333333,17.5294957867015,13.0325,0.66,5.51,1.6
"3;A-2,4,5,6,7,8,9,11,12,13,14,15,16;B","CBABBBBBBCBBBBBB",5.51989291666667,2.3931344011384,7.61233166666667,11.4223389775617,32.2167683333333,17.5008969719723,12.84375,0.63625,5.66,1.6
"3;A-2,4,5,6,7,8,10,11,12,13,14,15,16;B","CBABBBBBCBBBBBBB",5.47087979166667,2.37756275349848,7.705715,11.4912578723795,32.3290883333333,17.4636183766261,12.69625,0.619375,5.7,1.62
"3;A-2,4,5,6,7,9,10,11,12,13,14,15,16;B","CBABBBBCBBBBBBBB",5.42220885416667,2.37038096410352,7.78912833333333,11.5742008359794,32.4251016666667,17.4154720075305,12.523125,0.61625,5.81,1.66
"3;A-2,4,5,6,8,9,10,11,12,13,14,15,16;B","CBABBBCBBBBBBBBB",5.379184375,2.37743678662966,7.86516,11.6397419563949,32.5126466666667,17.3539064760627,12.4075,0.608125,5.94,1.71
"3;A-2,4,5,7,8,9,10,11,12,13,14,15,16;B","CBABBCBBBBBBBBBB",5.34414833333333,2.39724327746523,7.93358833333333,11.7087530817933,32.5905333333333,17.2902914110118,12.28375,0.6075,6.04,1.76
"3;A-2,4,6,7,8,9,10,11,12,13,14,15,16;B","CBABCBBBBBBBBBBB",5.31876083333333,2.42818208330323,8.009625,11.7900181064729,32.6727466666667,17.22021084978,12.200625,0.604375,6.12,1.8
"3;A-2,5,6,7,8,9,10,11,12,13,14,15,16;B","CBACBBBBBBBBBBBB",5.29274010416667,2.47005602093207,8.08007833333333,11.8734803096648,32.74944,17.1449417331628,12.045625,0.621875,6.27,1.85
"3;A-4,5,6,7,8,9,10,11,12,13,14,15,16;B","CCABBBBBBBBBBBBB",5.55936479166667,2.69854363976289,8.30076333333333,12.1397167123527,32.98812,16.8388371252707,12.889375,0.718125,6.71,2.02
"4;A-1,2,3,5,6,7,8,9,10,11,12,13,14;B","BBBABBBBBBBBBBCC",6.40158364583333,2.71345777862942,5.05822166666667,10.1717676425107,28.0248616666667,17.5461553659645,15.326875,1.01125,3.97,1.29
"4;A-1,2,3,5,6,7,8,9,10,11,12,13,15;B","BBBABBBBBBBBBCBC",6.28485708333333,2.65387497987569,5.22985333333333,10.2037900317279,28.3881216666667,17.6266375390979,14.991875,0.968125,4.01,1.29
"4;A-1,2,3,5,6,7,8,9,10,11,12,13,16;B","BBBABBBBBBBBBCCB",6.16266052083333,2.6698363164818,5.70667833333333,10.2106701045435,29.7968366666667,18.0681550689012,14.710625,0.931875,4.11,1.29
"4;A-1,2,3,5,6,7,8,9,10,11,12,14,15;B","BBBABBBBBBBBCBBC",6.18906125,2.6007294912068,5.37780333333333,10.2546779263002,28.6511966666667,17.6764268607525,14.701875,0.93,4.12,1.3
"4;A-1,2,3,5,6,7,8,9,10,11,12,14,16;B","BBBABBBBBBBBCBCB",6.06113958333333,2.60125560602002,5.82561166666667,10.2523231039436,29.96831,18.0996662026314,14.399375,0.893125,4.21,1.3
"4;A-1,2,3,5,6,7,8,9,10,11,12,15,16;B","BBBABBBBBBBBCCBB",5.96950020833333,2.60456919095255,6.12755333333333,10.3176703104322,30.4341316666667,18.1985968752459,14.178125,0.858125,4.25,1.31
"4;A-1,2,3,5,6,7,8,9,10,11,13,14,15;B","BBBABBBBBBBCBBBC",6.10247197916667,2.55219950723947,5.497305,10.3300367514466,28.8258083333333,17.691183589883,14.488125,0.894375,4.22,1.33
"4;A-1,2,3,5,6,7,8,9,10,11,13,14,16;B","BBBABBBBBBBCBBCB",5.97245364583333,2.53937310429542,5.93446166666667,10.3244401594249,30.109375,18.1058160583585,14.175625,0.856875,4.31,1.33
"4;A-1,2,3,5,6,7,8,9,10,11,13,15,16;B","BBBABBBBBBBCBCBB",5.8751603125,2.53049790704629,6.22288166666667,10.3821868277512,30.5533683333333,18.2071200249811,13.93125,0.82,4.35,1.33
"4;A-1,2,3,5,6,7,8,9,10,11,14,15,16;B","BBBABBBBBBBCCBBB",5.80282729166667,2.53144322871068,6.434885,10.4782263076283,30.8557733333333,18.2314343563114,13.735625,0.7875,4.49,1.34
"4;A-1,2,3,5,6,7,8,9,10,12,13,14,15;B","BBBABBBBBBCBBBBC",6.03180760416667,2.512439660521,5.62582166666667,10.4110805846614,29.0017633333333,17.6779855597985,14.255625,0.86625,4.3,1.34
"4;A-1,2,3,5,6,7,8,9,10,12,13,14,16;B","BBBABBBBBBCBBBCB",5.89994270833333,2.4860888951126,6.05468166666667,10.4002239702419,30.255785,18.0925191074373,13.938125,0.82625,4.38,1.34
"4;A-1,2,3,5,6,7,8,9,10,12,13,15,16;B","BBBABBBBBBCBBCBB",5.798809375,2.46510105308844,6.33190833333333,10.4502826040481,30.6842616666667,18.1920607316002,13.690625,0.7875,4.41,1.34
"4;A-1,2,3,5,6,7,8,9,10,12,14,15,16;B","BBBABBBBBBCBCBBB",5.71974802083333,2.454313345969,6.53258833333333,10.5381402792969,30.9708,18.2149635545662,13.4825,0.75375,4.54,1.35
"4;A-1,2,3,5,6,7,8,9,10,13,14,15,16;B","BBBABBBBBBCCBBBB",5.66595052083333,2.45773871924834,6.74139333333333,10.6530223412268,31.2253266666667,18.1893077089049,13.295625,0.723125,4.68,1.39
"4;A-1,2,3,5,6,7,8,9,11,12,13,14,15;B","BBBABBBBBCBBBBBC",5.96635135416667,2.47946543711574,5.72201,10.4802947236911,29.1336766666667,17.6593983896377,14.031875,0.83,4.34,1.34
"4;A-1,2,3,5,6,7,8,9,11,12,13,14,16;B","BBBABBBBBCBBBBCB",5.83307177083333,2.44162229965057,6.14232833333333,10.4656626543138,30.3650633333333,18.0732091479931,13.71625,0.79125,4.42,1.34
"4;A-1,2,3,5,6,7,8,9,11,12,13,15,16;B","BBBABBBBBCBBBCBB",5.72963583333333,2.41028239231092,6.41377333333333,10.5132352376593,30.7835533333333,18.1736079677473,13.459375,0.75125,4.45,1.34
"4;A-1,2,3,5,6,7,8,9,11,12,14,15,16;B","BBBABBBBBCBBCBBB",5.64696604166667,2.38895332708341,6.608605,10.5970551630373,31.0616883333333,18.1972385152754,13.23875,0.7175,4.58,1.35
"4;A-1,2,3,5,6,7,8,9,11,13,14,15,16;B","BBBABBBBBCBCBBBB",5.5842859375,2.38182409826656,6.8069,10.7034738541969,31.302885,18.1728566267483,13.04125,0.68625,4.72,1.39
"4;A-1,2,3,5,6,7,8,9,12,13,14,15,16;B","BBBABBBBBCCBBBBB",5.53942520833333,2.39081892683502,6.95592166666667,10.776588173867,31.47999,18.144391808667,12.886875,0.6675,4.84,1.42
"4;A-1,2,3,5,6,7,8,10,11,12,13,14,15;B","BBBABBBBCBBBBBBC",5.90992302083333,2.45357068727707,5.81323,10.5554127361175,29.2471616666667,17.6232657674496,13.849375,0.8025,4.39,1.39
"4;A-1,2,3,5,6,7,8,10,11,12,13,14,16;B","BBBABBBBCBBBBBCB",5.7757509375,2.4053718390403,6.22938333333333,10.5379267315061,30.4642683333333,18.0360902050949,13.528125,0.764375,4.47,1.39
"4;A-1,2,3,5,6,7,8,10,11,12,13,15,16;B","BBBABBBBCBBBBCBB",5.67045791666667,2.36452386461462,6.49657666666667,10.5836153067359,30.8747733333333,18.1352964075762,13.27125,0.72375,4.5,1.39
"4;A-1,2,3,5,6,7,8,10,11,12,14,15,16;B","BBBABBBBCBBBCBBB",5.58516895833333,2.33358634163764,6.68639833333333,10.6638092414732,31.1460316666667,18.1610600712795,13.04,0.689375,4.63,1.4
"4;A-1,2,3,5,6,7,8,10,11,13,14,15,16;B","BBBABBBBCBBCBBBB",5.51812302083333,2.31676252992125,6.877125,10.7639441248353,31.3793966666667,18.1402063488253,12.821875,0.659375,4.77,1.43
"4;A-1,2,3,5,6,7,8,10,12,13,14,15,16;B","BBBABBBBCBCBBBBB",5.4651228125,2.31528051206478,7.02093333333333,10.8339340673164,31.55048,18.1129999006707,12.65875,0.6375,4.88,1.45
"4;A-1,2,3,5,6,7,8,11,12,13,14,15,16;B","BBBABBBBCCBBBBBB",5.42994166666667,2.33096086999046,7.15242,10.938927417521,31.70601,18.0671674675528,12.546875,0.618125,5.05,1.45
"4;A-1,2,3,5,6,7,9,10,11,12,13,14,15;B","BBBABBBCBBBBBBBC",5.858070625,2.43392710865078,5.88419833333333,10.6153666390022,29.3379816666667,17.5816369587682,13.709375,0.7775,4.45,1.41
"4;A-1,2,3,5,6,7,9,10,11,12,13,14,16;B","BBBABBBCBBBBBBCB",5.72325166666667,2.37677038337905,6.30122166666667,10.5951228915528,30.5447383333333,17.993753189872,13.386875,0.739375,4.53,1.41
"4;A-1,2,3,5,6,7,9,10,11,12,13,15,16;B","BBBABBBCBBBBBCBB",5.61680541666667,2.32759908233916,6.5657,10.6384507699472,30.9510383333333,18.0944577472644,13.120625,0.698125,4.55,1.41
"4;A-1,2,3,5,6,7,9,10,11,12,14,15,16;B","BBBABBBCBBBBCBBB",5.5295884375,2.28834393648142,6.75225333333333,10.7161457157128,31.2180166666667,18.1237775979527,12.8925,0.6625,4.68,1.42
"4;A-1,2,3,5,6,7,9,10,11,13,14,15,16;B","BBBABBBCBBBCBBBB",5.45973979166667,2.26270063242053,6.93957666666667,10.8115170751607,31.4474333333333,18.1060794204316,12.661875,0.63375,4.82,1.45
"4;A-1,2,3,5,6,7,9,10,12,13,14,15,16;B","BBBABBBCBBCBBBBB",5.40337364583333,2.25204073735762,7.08132,10.8797942022412,31.6160133333333,18.0796800611024,12.4925,0.609375,4.93,1.47
"4;A-1,2,3,5,6,7,9,11,12,13,14,15,16;B","BBBABBBCBCBBBBBB",5.35854458333333,2.2576211910869,7.205715,10.9786291851633,31.7627883333333,18.0385427472484,12.35125,0.589375,5.1,1.48
"4;A-1,2,3,5,6,7,10,11,12,13,14,15,16;B","BBBABBBCCBBBBBBB",5.33380322916667,2.28119551666116,7.31352,11.0693014377466,31.8933033333333,17.9854141366503,12.28125,0.585625,5.18,1.51
"4;A-1,2,3,5,6,8,9,10,11,12,13,14,15;B","BBBABBCBBBBBBBBC",5.8051953125,2.41794687906222,5.95364833333333,10.6962871515718,29.4204916666667,17.5353852184524,13.548125,0.769375,4.55,1.44
"4;A-1,2,3,5,6,8,9,10,11,12,13,14,16;B","BBBABBCBBBBBBBCB",5.67025645833333,2.35213613871762,6.37134333333333,10.6727688995847,30.62533,17.9464812369377,13.2275,0.730625,4.62,1.44
"4;A-1,2,3,5,6,8,9,10,11,12,13,15,16;B","BBBABBCBBBBBBCBB",5.563190625,2.29499712086682,6.634575,10.7144129390407,31.0285866666667,18.0486857486261,12.94875,0.690625,4.64,1.44
"4;A-1,2,3,5,6,8,9,10,11,12,14,15,16;B","BBBABBCBBBBBCBBB",5.47471729166667,2.24779960704536,6.81808666666667,10.7888337099673,31.291895,18.0790623582362,12.715,0.6525,4.77,1.45
"4;A-1,2,3,5,6,8,9,10,11,13,14,15,16;B","BBBABBCBBBBCBBBB",5.40262385416667,2.21417040175144,7.00155666666667,10.8815311378654,31.5171316666667,18.0622417380165,12.483125,0.6225,4.91,1.48
"4;A-1,2,3,5,6,8,9,10,12,13,14,15,16;B","BBBABBCBBBCBBBBB",5.34412177083333,2.19551348021347,7.141915,10.9479309329689,31.6837716666667,18.0374726038043,12.29625,0.5975,5.02,1.5
"4;A-1,2,3,5,6,8,9,11,12,13,14,15,16;B","BBBABBCBBCBBBBBB",5.29527083333333,2.19263171720128,7.261945,11.040498096358,31.8259716666667,17.9981967880169,12.134375,0.574375,5.18,1.51
"4;A-1,2,3,5,6,8,10,11,12,13,14,15,16;B","BBBABBCBCBBBBBBB",5.26410239583333,2.20783725522973,7.36827,11.1286393164245,31.9541383333333,17.945932827593,12.038125,0.566875,5.25,1.53
"4;A-1,2,3,5,6,9,10,11,12,13,14,15,16;B","BBBABBCCBBBBBBBB",5.23962479166667,2.23931479569614,7.461395,11.2253213524469,32.0620883333333,17.8901771766124,11.9525,0.569375,5.39,1.57
"4;A-1,2,3,5,7,8,9,10,11,12,13,14,15;B","BBBABCBBBBBBBBBC",5.74492625,2.40557991136345,6.01068666666667,10.7459467009134,29.489835,17.4857436832724,13.34375,0.7575,4.6,1.45
"4;A-1,2,3,5,7,8,9,10,11,12,13,14,16;B","BBBABCBBBBBBBBCB",5.60949510416667,2.33138712050601,6.425865,10.7207148399721,30.6867966666667,17.8999910979527,13.025,0.716875,4.67,1.45
"4;A-1,2,3,5,7,8,9,10,11,12,13,15,16;B","BBBABCBBBBBBBCBB",5.50177989583333,2.2665183812582,6.68773666666667,10.7622811193193,31.088605,18.0020429946547,12.745625,0.6775,4.69,1.45
"4;A-1,2,3,5,7,8,9,10,11,12,14,15,16;B","BBBABCBBBBBBCBBB",5.41217583333333,2.21181332427658,6.86867833333333,10.8343836814486,31.34916,18.0341925166223,12.516875,0.638125,4.82,1.46
"4;A-1,2,3,5,7,8,9,10,11,13,14,15,16;B","BBBABCBBBBBCBBBB",5.33873364583333,2.17097383449782,7.05048666666667,10.926475877712,31.5725233333333,18.0181659233367,12.28875,0.6075,4.96,1.49
"4;A-1,2,3,5,7,8,9,10,12,13,14,15,16;B","BBBABCBBBBCBBBBB",5.27827166666667,2.14463072118169,7.18887333333333,10.9902689593326,31.7367433333333,17.9953659304048,12.090625,0.580625,5.06,1.51
"4;A-1,2,3,5,7,8,9,11,12,13,14,15,16;B","BBBABCBBBCBBBBBB",5.2259825,2.13338431557649,7.30468166666667,11.0809888772068,31.8742666666667,17.9590051612608,11.913125,0.555,5.22,1.52
"4;A-1,2,3,5,7,8,10,11,12,13,14,15,16;B","BBBABCBBCBBBBBBB",5.19057333333333,2.14064339318216,7.40802833333333,11.1670420817926,31.998385,17.9104047479372,11.7925,0.546875,5.28,1.54
"4;A-1,2,3,5,7,9,10,11,12,13,14,15,16;B","BBBABCBCBBBBBBBB",5.15683135416667,2.16216655419514,7.49544666666667,11.2534556773692,32.10013,17.8581570243061,11.67375,0.54625,5.42,1.58
"4;A-1,2,3,5,8,9,10,11,12,13,14,15,16;B","BBBABCCBBBBBBBBB",5.13736302083333,2.20644901288576,7.58263833333333,11.334151591029,32.2002683333333,17.7838073789563,11.60625,0.5475,5.58,1.62
"4;A-1,2,3,6,7,8,9,10,11,12,13,14,15;B","BBBACBBBBBBBBBBC",5.68962541666667,2.39654153562776,6.06279833333333,10.7830510800026,29.54942,17.4319464886708,13.16875,0.74625,4.69,1.41
"4;A-1,2,3,6,7,8,9,10,11,12,13,14,16;B","BBBACBBBBBBBBBCB",5.55377822916667,2.31484176926147,6.47276,10.7559907056696,30.739725,17.8508653653424,12.84125,0.705,4.76,1.41
"4;A-1,2,3,6,7,8,9,10,11,12,13,15,16;B","BBBACBBBBBBBBCBB",5.44539947916667,2.24286964242667,6.73256,10.7976719603265,31.1382483333333,17.954538176653,12.556875,0.664375,4.78,1.41
"4;A-1,2,3,6,7,8,9,10,11,12,14,15,16;B","BBBACBBBBBBBCBBB",5.35548197916667,2.18149079583335,6.91336333333333,10.8687138912026,31.39853,17.9864732969325,12.326875,0.62625,4.91,1.42
"4;A-1,2,3,6,7,8,9,10,11,13,14,15,16;B","BBBACBBBBBBCBBBB",5.2807246875,2.1338691846955,7.09286333333333,10.9583223115635,31.6194583333333,17.9716385681654,12.095625,0.59625,5.05,1.45
"4;A-1,2,3,6,7,8,9,10,12,13,14,15,16;B","BBBACBBBBBCBBBBB",5.2185190625,2.10070728230297,7.22865666666667,11.0206231013561,31.781035,17.9512659283175,11.894375,0.569375,5.15,1.47
"4;A-1,2,3,6,7,8,9,11,12,13,14,15,16;B","BBBACBBBBCBBBBBB",5.1643884375,2.08217678750588,7.34327,11.1079052699089,31.9165966666667,17.9166298046663,11.708125,0.544375,5.31,1.48
"4;A-1,2,3,6,7,8,10,11,12,13,14,15,16;B","BBBACBBBCBBBBBBB",5.12589697916667,2.08211604845729,7.445715,11.1931923670834,32.0388816666667,17.8694547136372,11.58,0.535625,5.36,1.5
